1	0.5006
2	0.3283
3	0.4126
4	0.362
5	0.3772
6	0.5311
7	0.6931
8	0.5259
9	0.49
10	0.5017
11	0.5515
12	0.6687
13	0.6426
14	0.7446
15	0.47
16	0.6822
17	0.5751
18	0.4007
19	0.472
20	0.6366
21	0.4192
22	0.6906
23	0.5359
24	0.5761
25	0.2948
26	0.339
27	0.3915
28	0.5726
29	0.3437
30	0.4344
31	0.4008
32	0.3521
33	0.5904
34	0.4867
35	0.4508
36	0.3798
37	0.4545
38	0.7058
39	0.4247
40	0.7379
41	0.6429
42	0.8088
43	0.3357
44	0.3784
45	0.2939
46	0.3985
47	0.5257
48	0.4508
49	0.4324
50	0.4218
51	0.334
52	0.5875
53	0.5935
54	0.5354
55	0.5083
56	0.5417
57	0.653
58	0.576
59	0.3611
60	0.5611
61	0.4603
62	0.6281
63	0.3564
64	0.3102
65	0.8393
66	0.7752
67	0.5147
68	0.701
69	0.433
70	0.661
71	0.5633
72	0.6164
73	0.8196
74	0.5894
75	0.5966
76	0.2923
77	0.6009
78	0.425
79	0.4782
80	0.5685
81	0.5221
82	0.5138
83	0.5905
84	0.3762
85	0.5792
86	0.5175
87	0.5019
88	0.2439
89	0.4112
90	0.4393
91	0.5559
92	0.5468
93	0.3454
94	0.5096
95	0.4178
96	0.5081
97	0.4817
98	0.4732
99	0.506
100	0.5372
101	0.567
102	0.3195
103	0.7316
104	0.5371
105	0.2499
106	0.2751
107	0.418
108	0.3832
109	0.6122
110	0.4367
111	0.4308
112	0.6892
113	0.5338
114	0.7535
115	0.9225
116	0.6083
117	0.5684
118	0.6572
119	0.5322
120	0.4831
121	0.6986
122	0.3145
123	0.6538
124	0.4131
125	0.5308
126	0.6936
127	0.4121
128	0.5503
129	0.5679
130	0.5076
131	0.4287
132	0.3343
133	0.5135
134	0.3423
135	0.2996
136	0.3593
137	0.5668
138	0.1215
139	0.7468
140	0.3023
141	0.516
142	0.4818
143	0.3134
144	0.2951
145	0.4016
146	0.7223
147	0.361
148	0.5208
149	0.5019
150	0.5535
151	0.4741
152	0.333
